City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
31,Porto Novo,BJ,6.4965,2.6036,23.37,91,100,4.93,light rain
32,Lhokseumawe,ID,5.1801,97.1507,26.64,82,96,1.12,moderate rain
33,Gwadar,PK,25.1216,62.3254,28.11,84,67,4.11,broken clouds
34,Bredasdorp,ZA,-34.5322,20.0403,10.06,84,60,7.42,light rain
35,Charters Towers,AU,-20.1,146.2667,22.69,24,3,3.82,clear sky
36,Pevek,RU,69.7008,170.3133,1.26,80,12,4.46,few clouds
37,Castro,BR,-24.7911,-50.0119,11.79,75,100,1.45,overcast clouds
38,Anadyr,RU,64.75,177.4833,10.0,61,73,4.92,broken clouds
39,Souillac,MU,-20.5167,57.5167,20.21,77,75,7.2,broken clouds
40,Port Hedland,AU,-20.3167,118.5667,29.03,30,8,4.63,clear sky
41,Zabol,AF,32.25,67.25,23.88,50,100,3.7,overcast clouds
42,Kruisfontein,ZA,-34.0033,24.7314,8.82,78,11,6.64,few clouds
43,Vaini,TO,-21.2,-175.2,21.7,61,95,9.64,overcast clouds
44,Hobart,AU,-42.8794,147.3294,12.37,97,75,3.09,broken clouds
45,Vestmanna,FO,62.1564,-7.1664,9.51,100,100,2.06,light rain
46,Fortuna,US,40.5982,-124.1573,20.05,72,20,4.63,few clouds
47,Albany,US,42.6001,-73.9662,19.08,69,56,1.48,broken clouds
48,Teya,RU,60.3778,92.6267,16.0,54,99,1.17,overcast clouds
49,Olafsvik,IS,64.8945,-23.7142,8.98,76,44,1.73,light rain
50,Upernavik,GL,72.7868,-56.1549,6.93,73,100,2.24,overcast clouds
51,Dongying,CN,37.4564,118.4856,27.84,90,100,2.3,overcast clouds
52,Kamenka,RU,51.3223,42.7678,19.22,78,100,3.7,overcast clouds
53,Tasiilaq,GL,65.6145,-37.6368,4.09,65,2,2.69,clear sky
54,Kaitangata,NZ,-46.2817,169.8464,10.86,60,0,5.2,clear sky
55,Williamsport,US,41.2412,-77.0011,19.03,69,26,0.98,scattered clouds
56,Cape Town,ZA,-33.9258,18.4232,12.99,81,42,2.24,light rain
57,Pandan,PH,14.0453,124.1694,30.82,65,100,1.06,overcast clouds
58,Ribnitz-Damgarten,DE,54.25,12.4667,20.62,81,84,3.48,broken clouds
59,Kodiak,US,57.79,-152.4072,12.27,87,86,1.27,light rain
60,Kapaa,US,22.0752,-159.319,28.99,71,45,2.24,scattered clouds
61,Narsaq,GL,60.9167,-46.05,8.12,99,100,1.37,overcast clouds
62,Saint-Francois,FR,46.4154,3.9054,16.69,51,0,1.54,clear sky
63,Salalah,OM,17.0151,54.0924,23.88,98,100,3.93,overcast clouds
64,Hasaki,JP,35.7333,140.8333,30.16,89,100,6.95,overcast clouds
65,Puerto Ayora,EC,-0.7393,-90.3518,20.31,99,100,1.34,overcast clouds
66,Kokoda,PG,-8.8785,147.7407,31.0,59,96,2.27,overcast clouds
67,Giyani,ZA,-23.3025,30.7187,18.68,25,0,1.84,clear sky
68,Dikson,RU,73.5069,80.5464,7.0,100,100,1.57,overcast clouds
69,Nuuk,GL,64.1835,-51.7216,9.34,87,100,2.57,overcast clouds
70,Vestmannaeyjar,IS,63.4427,-20.2734,9.13,91,100,0.75,overcast clouds
71,Coihaique,CL,-45.5752,-72.0662,1.34,92,95,3.28,light snow
72,Sao Filipe,CV,14.8961,-24.4956,24.13,88,100,5.07,light rain
73,Luanda,AO,-8.8368,13.2343,19.39,88,99,0.33,overcast clouds
74,Port Alfred,ZA,-33.5906,26.891,12.12,77,0,4.28,clear sky
75,Faya,SA,18.3851,42.4509,19.15,80,94,1.99,overcast clouds
76,Port Lincoln,AU,-34.7333,135.8667,14.26,69,77,4.72,broken clouds
77,Vilhena,BR,-12.7406,-60.1458,21.27,48,7,0.48,clear sky
78,Morgan City,US,29.6994,-91.2068,25.56,90,100,2.19,overcast clouds
79,Roma,US,43.2128,-75.4557,17.02,79,0,0.0,clear sky
80,Carnarvon,AU,-24.8667,113.6333,19.48,61,0,3.93,clear sky
81,Ayan,RU,56.45,138.1667,14.2,86,100,1.71,overcast clouds
82,Korla,CN,41.7597,86.1469,27.74,29,67,4.56,broken clouds
83,Constitucion,CL,-35.3333,-72.4167,10.59,93,100,3.71,light rain
84,Koroni,GR,36.8,21.95,24.48,74,0,5.18,clear sky
85,Laguna,US,38.421,-121.4238,36.84,27,0,4.63,clear sky
86,Ponta Do Sol,PT,32.6667,-17.1,22.35,77,21,1.34,few clouds
87,Kargopol,RU,61.5071,38.9456,9.03,84,26,0.24,scattered clouds
88,Mehndawal,IN,26.9753,83.1117,27.14,85,100,6.25,overcast clouds
89,Chumikan,RU,54.7183,135.315,17.07,70,77,0.63,broken clouds
90,Khatanga,RU,71.9667,102.5,14.97,44,0,5.9,clear sky
91,Gamba,GA,-2.65,10.0,21.55,82,94,1.56,overcast clouds
92,Jumla,NP,29.2747,82.1838,19.14,83,96,0.45,overcast clouds
93,San Juan,AR,-31.5375,-68.5364,15.58,22,2,0.39,clear sky
94,Inta,RU,66.0317,60.1659,6.99,90,93,6.12,overcast clouds
95,Ancud,CL,-41.8697,-73.8203,7.43,80,6,9.77,light rain
96,Touros,BR,-5.1989,-35.4608,22.91,85,20,6.82,few clouds
97,Rosita,NI,13.9268,-84.4032,23.84,98,100,0.7,overcast clouds
98,Martapura,ID,-3.4167,114.85,27.05,74,20,2.57,few clouds
99,Davlekanovo,RU,54.2215,55.0343,14.27,72,74,2.57,broken clouds
100,Jiuquan,CN,39.7432,98.5174,22.14,28,100,3.74,overcast clouds
101,Saint George,US,37.1041,-113.5841,32.57,39,0,3.09,clear sky
102,Kharp,RU,66.8014,65.8081,7.86,86,100,3.57,overcast clouds
103,San Andres,CO,12.5847,-81.7006,28.01,83,20,2.57,few clouds
104,Nikolskoye,RU,59.7035,30.7861,15.45,72,84,1.54,broken clouds
105,Champerico,GT,14.3,-91.9167,27.45,73,81,1.9,broken clouds
106,Provideniya,RU,64.3833,-173.3,7.32,67,90,1.6,overcast clouds
107,Ribeira Grande,PT,38.5167,-28.7,24.3,88,5,2.57,clear sky
108,Atuona,PF,-9.8,-139.0333,25.24,67,0,9.04,clear sky
109,Los Llanos De Aridane,ES,28.6585,-17.9182,19.86,74,0,3.6,clear sky
110,Tuma,RU,55.148,40.5537,16.42,78,100,1.85,overcast clouds
111,Lata,PT,40.1629,-8.3327,13.47,98,90,0.69,overcast clouds
112,Qaanaaq,GL,77.484,-69.3632,6.76,67,100,5.2,overcast clouds
113,Antofagasta,CL,-23.65,-70.4,13.05,85,86,1.74,overcast clouds
114,Mataura,NZ,-46.1927,168.8643,10.27,57,1,2.99,clear sky
115,Sechura,PE,-5.5569,-80.8222,17.24,84,5,6.63,clear sky
116,Caxito,AO,-8.5785,13.6643,18.46,94,80,0.77,broken clouds
117,Huilong,CN,31.8111,121.655,31.53,67,70,4.28,broken clouds
118,Labuhan,ID,-6.8844,112.2051,28.28,71,99,3.59,overcast clouds
119,Barkhan,PK,29.8977,69.5256,25.69,65,100,4.65,heavy intensity rain
120,Tual,ID,-5.6667,132.75,26.74,78,76,9.1,broken clouds
121,Chokurdakh,RU,70.6333,147.9167,7.59,62,61,4.0,broken clouds
122,Yellowknife,CA,62.456,-114.3525,19.07,52,14,3.04,few clouds
123,Joao Pinheiro,BR,-17.7425,-46.1725,19.45,50,21,2.97,few clouds
124,Tiksi,RU,71.6872,128.8694,5.17,86,95,7.88,overcast clouds
125,Lompoc,US,34.6391,-120.4579,24.08,75,0,6.17,clear sky
126,Tabou,CI,4.423,-7.3528,23.75,85,39,4.65,scattered clouds
127,Bengkulu,ID,-3.8004,102.2655,27.04,73,89,1.13,overcast clouds
128,Saint-Philippe,RE,-21.3585,55.7679,17.34,80,35,6.91,light rain
129,Cherskiy,RU,68.75,161.3,4.85,87,100,3.54,light rain
130,Abu Samrah,SY,35.3029,37.1841,22.35,74,0,6.61,clear sky
131,Jimenez,MX,28.3333,-105.4,28.71,35,73,4.38,broken clouds
132,Talnakh,RU,69.4865,88.3972,16.23,43,96,6.37,overcast clouds
133,Sinnamary,GF,5.3833,-52.95,26.05,80,30,5.49,scattered clouds
134,Bluff,NZ,-46.6,168.3333,10.45,73,57,10.85,broken clouds
135,Norman Wells,CA,65.282,-126.8329,28.22,30,0,4.15,clear sky
136,Port Hardy,CA,50.6996,-127.4199,19.1,72,75,2.57,broken clouds
137,Safaga,EG,26.7292,33.9365,30.15,42,0,7.75,clear sky
138,Milkovo,RU,54.7167,158.6167,22.02,59,100,2.3,overcast clouds
139,Barreiras,BR,-12.1528,-44.99,26.34,40,95,4.81,overcast clouds
140,Puerto Baquerizo Moreno,EC,-0.9,-89.6,20.57,86,100,5.98,overcast clouds
141,Sitka,US,57.0531,-135.33,15.94,77,100,1.54,overcast clouds
142,Inverell,AU,-29.7833,151.1167,14.81,52,8,5.36,clear sky
143,Airai,TL,-8.9266,125.4092,23.03,39,35,2.32,scattered clouds
144,Lavrentiya,RU,65.5833,-171.0,4.92,72,100,5.71,overcast clouds
145,Lagoa,PT,39.05,-27.9833,23.47,89,0,4.58,light rain
146,Kenai,US,60.5544,-151.2583,16.68,89,100,1.75,overcast clouds
147,Tura,IN,25.5198,90.2201,24.33,91,94,2.79,overcast clouds
148,Kosa,RU,59.9445,54.9977,11.65,68,93,1.79,overcast clouds
149,Longyearbyen,SJ,78.2186,15.6401,5.91,87,75,3.09,broken clouds
150,Cidreira,BR,-30.1811,-50.2056,16.03,85,1,2.52,clear sky
151,Nalut,LY,30.3333,10.85,25.56,30,0,4.7,clear sky
152,Fethiye,TR,36.6217,29.1164,23.93,66,0,1.25,clear sky
153,Gizo,SB,-8.103,156.8419,29.14,66,37,2.79,scattered clouds
154,Severo-Kurilsk,RU,50.6789,156.125,13.43,93,100,7.05,overcast clouds
155,Tessalit,ML,20.1986,1.0114,32.56,29,82,3.63,broken clouds
156,Port Hawkesbury,CA,45.6169,-61.3485,20.33,96,100,2.57,mist
157,Mount Gambier,AU,-37.8333,140.7667,13.03,78,43,5.34,scattered clouds
158,Vesoul,FR,47.5833,5.8333,16.45,59,83,1.66,broken clouds
159,Salinopolis,BR,-0.6136,-47.3561,25.66,84,96,5.34,overcast clouds
160,Okhotsk,RU,59.3833,143.3,15.48,91,100,2.54,moderate rain
161,Port Blair,IN,11.6667,92.75,28.12,79,100,6.22,overcast clouds
162,Port Elizabeth,ZA,-33.918,25.5701,11.29,74,5,2.24,clear sky
163,Tuktoyaktuk,CA,69.4541,-133.0374,10.0,93,75,7.72,broken clouds
164,Mackay,AU,-21.15,149.2,25.93,66,0,4.07,clear sky
165,Saint-Pierre,RE,-21.3393,55.4781,18.28,67,40,2.57,scattered clouds
166,Aripuana,BR,-9.1667,-60.6333,25.26,48,0,0.35,clear sky
167,Pacific Grove,US,36.6177,-121.9166,23.78,80,34,2.24,scattered clouds
168,Hilo,US,19.7297,-155.09,30.71,80,54,2.24,broken clouds
169,Saint-Georges,GD,12.0564,-61.7485,27.07,81,64,3.46,broken clouds
170,Dakar,SN,14.6937,-17.4441,27.49,80,100,9.43,overcast clouds
171,Ostrovnoy,RU,68.0531,39.5131,9.97,77,99,6.61,overcast clouds
172,Kavieng,PG,-2.5744,150.7967,28.61,64,100,4.38,overcast clouds
173,Sumenep,ID,-7.0167,113.8667,28.51,73,92,5.09,overcast clouds
174,Zeya,RU,53.75,127.2667,19.34,81,25,1.45,light rain
175,Sibolga,ID,1.7427,98.7792,23.97,89,100,3.41,overcast clouds
176,Yumen,CN,40.2833,97.2,22.54,27,100,4.32,overcast clouds
177,Onalaska,US,43.8844,-91.2351,19.62,88,100,5.66,overcast clouds
178,Miri,MY,4.4148,114.0089,27.91,76,96,2.13,overcast clouds
179,Mayo,US,38.8876,-76.5119,22.99,80,0,0.0,clear sky
180,Lichtenburg,ZA,-26.152,26.1597,7.82,52,52,3.63,broken clouds
181,Dalgopol,BG,43.05,27.35,21.17,85,9,2.22,clear sky
182,Bela,IN,25.9333,81.9833,28.84,75,100,5.7,heavy intensity rain
183,Victoria,HK,22.2855,114.1577,32.2,81,1,1.79,clear sky
184,Khorixas,NA,-20.3667,14.9667,11.02,61,5,2.23,clear sky
185,Acapulco,MX,16.8634,-99.8901,27.9,74,100,1.03,overcast clouds
186,Real,PH,14.6625,121.6047,30.09,71,100,1.67,heavy intensity rain
187,Leningradskiy,RU,69.3833,178.4167,2.61,76,61,2.66,broken clouds
188,Devils Lake,US,48.1128,-98.8651,22.75,72,0,2.06,clear sky
189,San Quintin,MX,30.4833,-115.95,22.6,81,77,4.92,broken clouds
190,Orlik,RU,52.5178,99.825,13.8,78,97,1.77,light rain
191,Katsuura,JP,35.1333,140.3,25.48,92,100,8.9,overcast clouds
192,Cabo San Lucas,MX,22.8909,-109.9124,30.9,77,75,3.6,broken clouds
193,Tharad,IN,24.3961,71.6267,26.79,81,100,5.7,overcast clouds
194,Krasnomayskiy,RU,57.6194,34.4099,14.39,86,16,0.55,few clouds
195,Hay River,CA,60.8156,-115.7999,19.63,47,0,3.39,clear sky
196,Bossangoa,CF,6.4926,17.4552,20.89,98,100,1.44,light rain
197,Tomohon,ID,1.3346,124.8392,27.52,64,98,1.85,overcast clouds
198,Lakes Entrance,AU,-37.8811,147.981,11.76,65,100,7.75,light rain
199,Viedma,AR,-40.8135,-62.9967,14.74,42,9,7.54,clear sky
200,Bambous Virieux,MU,-20.3428,57.7575,20.14,77,75,7.2,broken clouds
201,Yeniseysk,RU,58.4497,92.1703,15.3,70,100,2.01,overcast clouds
202,Ilulissat,GL,69.2167,-51.1,10.01,46,40,7.72,scattered clouds
203,Phalaborwa,ZA,-23.943,31.1411,17.95,31,0,2.23,clear sky
204,Alsfeld,DE,50.75,9.2667,16.93,83,0,1.58,clear sky
205,Mahebourg,MU,-20.4081,57.7,20.16,77,75,7.2,broken clouds
206,Hrymayliv,UA,49.3321,26.0111,15.98,93,56,1.79,broken clouds
207,Torbay,CA,47.6666,-52.7314,15.98,96,59,2.68,broken clouds
208,Muyezerskiy,RU,63.9333,31.65,12.77,67,97,2.67,light rain
209,Rawson,AR,-43.3002,-65.1023,11.81,43,88,14.04,overcast clouds
210,Trat,TH,12.5,102.5,29.37,80,47,0.75,scattered clouds
211,Stornoway,GB,58.2093,-6.3865,12.98,95,100,1.03,fog
212,Mayumba,GA,-3.432,10.6554,21.55,82,93,1.99,overcast clouds
213,Ukiah,US,39.1502,-123.2078,32.14,33,0,3.09,clear sky
214,Kharitonovo,RU,61.4009,47.4978,10.04,78,45,1.33,scattered clouds
215,Srednekolymsk,RU,67.45,153.6833,5.19,82,100,7.11,overcast clouds
216,Bastrop,US,32.7562,-91.8724,27.68,87,27,1.84,scattered clouds
217,Hermanus,ZA,-34.4187,19.2345,11.56,78,76,8.91,light rain
218,Mehamn,NO,71.0357,27.8492,9.97,87,100,4.12,overcast clouds
219,Antalaha,MG,-14.9003,50.2788,19.56,89,82,2.63,light rain
220,Roswell,US,34.0232,-84.3616,24.92,83,0,1.54,clear sky
221,Muzhi,RU,65.3667,64.6667,9.01,69,99,8.38,overcast clouds
222,Bria,CF,6.5423,21.9863,20.56,98,100,2.01,light rain
223,Oktyabrskoye,RU,43.0645,44.7417,16.08,100,0,2.0,clear sky
224,California City,US,35.1258,-117.9859,37.14,10,0,8.75,clear sky
225,Broome,US,42.2506,-75.833,16.5,77,8,0.78,clear sky
226,Saquena,PE,-4.6667,-73.5167,24.01,72,4,0.38,clear sky
227,San Policarpo,PH,12.1791,125.5072,28.61,76,70,3.4,moderate rain
228,Chuguyevka,RU,44.1653,133.8633,22.67,71,33,2.31,scattered clouds
229,Alofi,NU,-19.0595,-169.9187,23.06,65,100,9.49,overcast clouds
230,Collie,AU,-33.3667,116.15,12.94,67,33,0.75,scattered clouds
231,Butaritari,KI,3.0707,172.7902,27.52,78,53,7.35,light rain
232,Calvia,ES,39.5657,2.5062,33.26,57,56,4.42,broken clouds
233,Codrington,AU,-38.2667,141.9667,13.21,83,45,9.12,scattered clouds
234,Kununurra,AU,-15.7667,128.7333,29.99,21,6,5.14,clear sky
235,Dingle,PH,10.9995,122.6711,29.14,76,51,3.17,light rain
236,Brumado,BR,-14.2036,-41.6653,20.0,69,61,2.94,broken clouds
237,Awjilah,LY,29.1081,21.2869,25.12,68,0,4.89,clear sky
238,Skjervoy,NO,70.0311,20.9714,12.0,75,88,15.54,light rain
239,Launceston,AU,-41.45,147.1667,15.74,74,100,9.26,light rain
240,Yulara,AU,-25.2406,130.9889,17.84,23,0,1.64,clear sky
241,Dudinka,RU,69.4058,86.1778,16.46,44,94,7.38,overcast clouds
242,Mindelo,CV,16.8901,-24.9804,24.75,73,75,6.17,broken clouds
243,Grindavik,IS,63.8424,-22.4338,9.26,93,75,1.03,broken clouds
244,Manihari,IN,25.35,87.6333,28.0,78,100,8.63,overcast clouds
245,Faanui,PF,-16.4833,-151.75,25.62,75,8,5.6,light rain
246,Labytnangi,RU,66.6572,66.4183,8.87,77,100,5.25,overcast clouds
247,Eastchester,US,40.8876,-73.8329,24.07,55,40,4.12,scattered clouds
248,Sedriano,IT,45.4915,8.9687,22.14,63,100,2.53,overcast clouds
249,Weifang,CN,36.71,119.1019,31.83,80,100,3.84,overcast clouds
250,Cairns,AU,-16.9167,145.7667,28.39,57,59,4.63,broken clouds
251,Beringovskiy,RU,63.05,179.3167,7.94,72,16,3.45,few clouds
252,Chuy,UY,-33.6971,-53.4616,12.26,91,12,2.52,few clouds
253,Maceio,BR,-9.6658,-35.7353,23.69,78,20,1.54,few clouds
254,Sur,OM,22.5667,59.5289,28.94,69,100,5.31,overcast clouds
255,Chongwe,ZM,-15.3292,28.682,14.71,48,3,0.99,clear sky
256,San Patricio,US,28.017,-97.5169,28.92,68,100,3.39,overcast clouds
257,Karratha,AU,-20.7377,116.8463,26.26,40,11,3.0,few clouds
258,Carballo,ES,43.213,-8.691,17.68,91,24,2.45,few clouds
259,Kanchanaburi,TH,14.6333,99.1,26.32,83,97,1.33,overcast clouds
260,San Cristobal,VE,7.7669,-72.225,22.1,99,86,1.22,overcast clouds
261,Saurimo,AO,-9.6608,20.3916,15.23,37,35,1.87,scattered clouds
262,Mitikas,GR,38.6699,20.9466,21.99,80,0,3.02,clear sky
263,Arrifes,PT,37.7667,-25.7,24.02,94,20,3.09,few clouds
264,Havre-Saint-Pierre,CA,50.2334,-63.5986,17.1,70,100,1.2,overcast clouds
265,Kamuli,UG,0.9472,33.1197,16.78,96,100,1.7,overcast clouds
266,Brae,GB,60.3964,-1.353,13.1,95,67,2.29,broken clouds
267,Rockland,US,41.1668,-74.0496,23.25,67,0,0.85,clear sky
268,Indulang,PH,8.0903,124.5844,23.2,81,98,0.7,overcast clouds
269,Christchurch,NZ,-43.5333,172.6333,14.71,43,0,3.09,clear sky
270,Kidal,ML,18.4411,1.4078,31.82,30,99,4.85,overcast clouds
271,Yerbogachen,RU,61.2767,108.0108,10.45,69,100,1.63,overcast clouds
272,Grimshaw,CA,56.1834,-117.6027,17.7,85,56,7.95,moderate rain
273,Inhambane,MZ,-23.865,35.3833,22.2,84,0,7.54,clear sky
274,Hovd,MN,48.0056,91.6419,19.13,37,17,2.58,few clouds
275,Esmeraldas,BR,-19.7625,-44.3139,16.48,64,0,2.06,clear sky
276,Moundsville,US,39.9203,-80.7431,21.12,82,100,0.77,overcast clouds
277,Arraial Do Cabo,BR,-22.9661,-42.0278,20.74,71,48,9.34,scattered clouds
278,Meulaboh,ID,4.1363,96.1285,26.88,80,100,1.69,overcast clouds
279,Kisangani,CD,0.5167,25.2,21.04,94,100,0.22,overcast clouds
280,Balao,EC,-2.9167,-79.8167,21.14,90,25,2.84,scattered clouds
281,Statesboro,US,32.4488,-81.7832,25.27,88,0,0.0,clear sky
282,Fallon,US,39.4735,-118.7774,34.69,8,0,2.61,clear sky
283,Dasoguz,TM,41.8363,59.9666,26.67,29,0,3.84,clear sky
284,East London,ZA,-33.0153,27.9116,13.13,76,0,3.61,clear sky
285,Kendari,ID,-3.945,122.4989,29.12,68,41,1.26,scattered clouds
286,Lorengau,PG,-2.0226,147.2712,28.79,71,100,2.77,overcast clouds
287,Padang,ID,-0.9492,100.3543,28.03,77,99,0.42,overcast clouds
288,Jitauna,BR,-14.0189,-39.8889,18.78,94,99,1.36,overcast clouds
289,Aksarka,RU,66.5606,67.7975,9.87,67,100,6.5,overcast clouds
290,Hammerfest,NO,70.6634,23.6821,10.25,93,75,4.63,broken clouds
291,Najran,SA,17.4924,44.1277,28.49,44,100,3.03,overcast clouds
292,Richards Bay,ZA,-28.783,32.0377,19.19,88,100,0.93,overcast clouds
293,Iqaluit,CA,63.7506,-68.5145,6.5,93,100,2.24,overcast clouds
294,Teguldet,RU,57.3064,88.1667,17.31,74,78,3.79,broken clouds
295,Matamoros,MX,25.5333,-103.25,32.06,29,75,5.14,broken clouds
296,Boa Vista,BR,2.8197,-60.6733,25.99,83,40,0.51,scattered clouds
297,Qasigiannguit,GL,68.8193,-51.1922,10.14,71,81,1.94,broken clouds
298,Marawi,PH,7.9986,124.2928,23.92,82,100,1.86,overcast clouds
299,Selikhino,RU,50.3672,137.4996,19.47,76,75,2.48,broken clouds
300,Geraldton,AU,-28.7667,114.6,15.23,82,29,5.14,scattered clouds
301,Turayf,SA,31.6725,38.6637,21.24,53,0,5.53,clear sky
302,Samarai,PG,-10.6167,150.6667,27.24,77,82,1.72,broken clouds
303,Quelimane,MZ,-17.8786,36.8883,19.62,80,0,3.84,clear sky
304,Tabuk,PH,17.4189,121.4443,28.89,76,98,1.79,overcast clouds
305,Clyde River,CA,70.4692,-68.5914,5.13,93,100,1.03,light rain
306,Killam,CA,52.7834,-111.8518,25.26,52,0,2.06,clear sky
307,Sobolevo,RU,54.4299,31.8996,15.55,89,99,3.26,overcast clouds
308,Chunoyar,RU,57.4467,97.3217,16.37,55,100,2.13,overcast clouds
309,General Roca,AR,-39.0333,-67.5833,13.12,43,13,10.37,few clouds
310,Mizan Teferi,ET,6.9833,35.5833,15.95,98,100,0.69,light rain
311,Ouidah,BJ,6.3631,2.0851,23.43,92,100,6.93,light rain
312,Centralina,BR,-18.5839,-49.1994,22.6,44,3,2.7,clear sky
313,Boueni,YT,-12.9025,45.0761,23.99,73,1,2.34,light rain
314,Lubumbashi,CD,-11.6609,27.4794,15.02,44,29,0.58,scattered clouds
315,Mercedes,AR,-34.6515,-59.4307,14.8,86,6,3.78,clear sky
316,Golden Gate,US,26.1879,-81.6951,26.1,68,0,1.54,light rain
317,Kattivakkam,IN,13.2167,80.3167,30.05,69,100,4.21,overcast clouds
318,Boulder City,US,35.9786,-114.8325,31.36,42,63,2.57,broken clouds
319,Dhanaula,IN,30.2833,75.5833,28.92,74,7,1.88,clear sky
320,Fairbanks,US,64.8378,-147.7164,23.38,62,0,0.0,clear sky
321,Mandalgovi,MN,45.7625,106.2708,16.46,62,0,6.46,clear sky
322,Ixtapa,MX,20.7,-105.2,28.57,74,75,1.03,broken clouds
323,Hanumangarh,IN,29.5833,74.3167,29.22,67,97,3.71,overcast clouds
324,Husavik,IS,66.0449,-17.3389,8.71,80,100,1.43,overcast clouds
325,Abu Zabad,SD,12.35,29.25,24.0,81,98,3.92,overcast clouds
326,Tandil,AR,-37.3217,-59.1332,14.27,82,27,5.04,scattered clouds
327,Fort Nelson,CA,58.8053,-122.7002,27.88,51,0,0.71,clear sky
328,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.33,94,75,5.0,broken clouds
329,Mount Isa,AU,-20.7333,139.5,19.87,22,3,3.6,clear sky
330,Kavaratti,IN,10.5669,72.642,27.48,79,100,5.58,overcast clouds
331,Bilma,NE,18.6853,12.9164,33.54,24,34,1.96,scattered clouds
332,Vila Velha,BR,-20.3297,-40.2925,20.53,77,75,1.54,broken clouds
333,Malpe,IN,13.35,74.7167,24.61,83,100,2.42,overcast clouds
334,Worland,US,44.0169,-107.9554,29.64,46,75,9.77,broken clouds
335,Iskandar,UZ,41.5539,69.7008,22.47,22,0,1.92,clear sky
336,Nanortalik,GL,60.1432,-45.2371,6.88,99,100,2.1,overcast clouds
337,Batagay-Alyta,RU,67.8006,130.4114,11.29,63,97,1.84,overcast clouds
338,Finschhafen,PG,-6.6024,147.8681,28.31,71,44,2.49,scattered clouds
339,Komsomolskiy,UZ,40.4272,71.7189,25.4,41,0,2.06,clear sky
340,Tibagi,BR,-24.5094,-50.4136,12.55,80,93,1.15,overcast clouds
341,Pitimbu,BR,-7.4706,-34.8086,22.33,75,97,6.97,overcast clouds
342,Aitape,PG,-3.1374,142.3475,29.37,64,93,2.49,overcast clouds
343,San Carlos De Bariloche,AR,-41.1456,-71.3082,1.8,85,81,5.56,light snow
344,Glenwood Springs,US,39.5505,-107.3248,28.51,44,100,0.0,overcast clouds
345,Cap Malheureux,MU,-19.9842,57.6142,19.15,75,100,2.24,light rain
346,Bucerias,MX,20.75,-105.3333,28.99,74,75,1.03,broken clouds
347,Vostok,RU,46.4856,135.8833,21.5,62,70,1.39,broken clouds
348,Namibe,AO,-15.1961,12.1522,17.17,90,41,0.96,scattered clouds
349,Wani,IN,20.0667,78.95,23.77,92,100,6.03,overcast clouds
